,Adipose-InsulinGenes,Adipose-InsulinCorr,Liver-InsulinGenes,Liver-InsulinCorr,Muscle-InsulinGenes,Muscle-InsulinCorr,Intestine-InsulinGenes,Intestine-InsulinCorr,Hypothalamus-InsulinGenes,Hypothalamus-InsulinCorr
165,Stom,0.5644579424363081,Cpsf1,-0.4666859724305571,Rrbp1,0.2987492754235103,Pgam5,0.26903309732072717,Zfp963,-0.2905893986327476
166,Fam104a,0.564255258275177,Tnrc6a,-0.4666415079294105,Man2a1,0.2985276604368721,Calb2,-0.269002624385881,Dars,-0.29037975447994857
167,Irf8,0.5641375135908908,Hadh,0.4660537743327114,LOC100044812,-0.298218095760751,Clstn1,-0.2689534630458671,Gm16638,-0.2903315355597146
168,Trit1,-0.5639639774388785,Nup93,0.4651907482182017,Fbxl18,-0.29818743631426425,Aven,0.26850980102225114,Txndc5,-0.29026059968851636
169,Traf3,0.5638630096503124,Nudt1,0.46436789064558803,2310022B05Rik,0.2981647839381839,D430018E03Rik,0.2684011382992766,Abcg2,0.29015110683379824
170,H2.Ke6,-0.563314443852349,Wfdc2,0.4641909178981805,Rplp0,-0.2975579956567258,Hist1h2ak,0.2683480272131361,Pak7,-0.2899344326978429
171,Atp6v0a1,0.563211256821985,Mst1,-0.46403899026083884,Kif23,0.2973181619406666,Rpia,0.2683248981293432,Med12,0.28988052477431264
172,Taok3,0.5630843381792151,Ube2c,0.46366105313607214,Fbxo4,0.29710399683847516,4932702K14Rik,0.26810423761435737,Thbd,0.28973911111074385
173,Bcl10,0.5630537234236394,Polr2c,-0.46316634818904573,Pdlim4,0.29669502466278175,LOC235033,0.26723445946847685,"Gm15941,Ncald",-0.2894709073196465
174,Sh3glb1,-0.562837371214585,Calml4,0.4626959372679144,Cotl1,0.2962927573445296,Mmp28,0.266976384446229,Tma16,0.2891729783946724
175,Txlng,-0.5627819213686498,Nt5c3,-0.4626947112240574,Cdc25c,0.2961236461226137,Ang,-0.2666438611658746,"4933411K16Rik,Hoga1",0.28891725851543487
176,Ndufa7,-0.5626563553751291,Rbbp4,-0.4622589090979649,Myo1f,0.29603600081513093,A430110N23Rik,0.2665471417058062,Nfkbie,0.2886554826647236
177,B230118H07Rik,-0.562268152605463,Ggct,0.4619769259639719,Col4a2,0.2958273005952957,7530404M11Rik,0.26652651437935215,Bcat1,-0.2886065686245525
178,Phykpl,-0.562204995942668,Ntrk2,0.46197638780826566,Dlgap4,-0.29564080621021677,Emid2,-0.26633730806481787,Lgalsl,-0.2885049214563831
179,Lcp1,0.5619489524784568,Lamb3,0.46190694701162976,Api5,0.29518104540351453,Mbip,-0.26608198986952397,Serpina3n,0.28829173572665434
180,Stap1,0.5619473541821892,Pcbd1,0.46145457996911354,Trpv1,-0.2951118268785256,Glyat,0.266044448756844,Crat,0.28815337792093126
181,P2ry6,0.5617191240640153,Ccnb2,0.46093248514464097,Nrn1l,-0.2950049343212918,Mrpl49,0.2658636609210254,"Gm23564,Myo19",0.28788071199848375
182,Camk1d,0.5615499707675992,Gpank1,-0.46058624366849454,Lpxn,0.2949527424850558,Cd27,0.2656374852170034,N6amt2,-0.2875479432250116
183,Cbfb,0.560993309297279,Zscan26,-0.4601112584145925,Chchd4,0.29492086817045565,Zdhhc24,0.2655750204144931,Wnt6,0.2874288128133638
184,Ccl3,0.5609732883853875,Rap1a,0.4599925928047948,Wnk4,-0.2948405422210275,OTTMUSG00000005300,0.26554543440258316,Plat,-0.2873590262832543
185,1190005I06Rik,-0.560409919022373,Marveld2,-0.4598870409740158,Camk2b,0.2945426829997466,Sp140,0.26531201631325946,Jrkl,-0.2870160960454553
186,Rrm2b,-0.5603349839182225,Ywhag,0.45979529882523035,Il17d,-0.29434997463916823,Cdc42ep2,-0.26511555210355964,Eif3c,-0.2870037073055633
187,Fdx1,-0.5602270343175981,Pigq,0.45975361668420095,Rpsa,-0.2939861522498715,Rab2b,0.26461834277604995,Mad1l1,0.2869599028694985
188,Csad,-0.5601545569488519,Dicer1,-0.45952183641257416,Fads3,0.2935913540624146,Srrp,0.2645559898839236,Ptpn14,0.28685314972016307
189,Mccc2,-0.5601110258167572,Yaf2,0.4588922634228795,Ror1,0.29320107461559275,Ms4a1,0.2645257513561964,Smtn,0.28665441946878206
190,Uhrf1,0.5600194527579667,Chchd10,-0.4579413677325835,Slc13a4,0.2932004791377137,LOC100048020,-0.2643844589965097,Pex10,0.2865007689555052
191,Cdt1,0.5597423693963899,Nlrp6,-0.4564211038260644,Pdx1,-0.29288441427602574,Tex14,0.2641893062545467,Katnal2,-0.28647837470002563
192,Ctdsp2,-0.5594998475457937,Fuom,-0.4560014117714492,Cstb,0.2923621264627198,AU014645,0.26412846133727014,Kifap3,-0.2860062880372976
193,Mkrn2,-0.5594812576492442,Mrap,0.45596698302399075,Ndrg3,-0.2922639957970864,Yif1b,0.26350451160269756,Gss,-0.28586583544133665
194,Mcm5,0.5593438615835863,Rcan2,0.4558449454134862,Olfr93,0.2921962289648877,Fbxo17,0.26341142154022323,Polr2d,0.28586272881436386
195,Slc1a3,-0.5592255558187349,Tmc6,0.4554573468660173,Stk39,0.2921859292260902,Cdc27,0.2631482080916496,Zfp68,0.28536386736006664
196,Agbl3,-0.558994965481923,Hsbp1,0.4551139983771923,Tada1l,-0.2921211113794848,Nudt22,-0.26305047266472614,Rufy4,0.28524229463292394
197,Map1lc3b,-0.5589468978514942,Ephx1,0.4550354480583408,Churc1,-0.29187726717319634,AU023871,-0.26302691545517953,Rplp0,-0.2852315548618807
198,Ngly1,-0.558903072856712,Fam98c,-0.454563808035643,Prc1,0.2912949084587474,Thnsl2,0.2627086588500418,Agpat6,-0.2851855537240785
199,Sh3bp2,0.5585281986392998,Cdo1,-0.4540102853263306,Mfge8,0.2912741626759071,Hltf,-0.26253593083260857,Trmt61a,-0.2849407776532331
200,Oxsr1,-0.5582155485978448,Reps1,-0.45330051314338543,Htr3b,-0.29110656948614966,Dact1,-0.262022601202882,"1700037F24Rik,Lemd1",-0.2846243078758806
201,Ms4a6c,0.5581149131881282,Inca1,-0.4531784527944542,Ubac2,-0.29103484156380394,Cse1l,0.2616837967143035,Dcn,0.28457813396604964
202,C3ar1,0.5579439434330106,Hebp2,0.45295018462068626,Olfr1264,-0.2905627543309021,Rbm19,0.2613791564218834,Serinc3,0.28450926019524414
203,Pex3,-0.5578486518221106,Ddhd2,0.4528643396137652,4930415G15Rik,-0.2899203527824746,Rnaseh1,0.2613414439349773,Cubn,0.2844751019678226
204,Acp2,0.5577228499177402,Mrpl24,-0.4527819926280183,Kcna6,0.2896863977108289,Mrpl4,0.26132762906623075,Arhgef17,0.2844556905969744
205,Evi2a,0.5575290467966032,Elovl6,0.45053169463297715,Sft2d2,-0.2895596009756229,LOC229571,0.26129158963956406,"Gcn1l1,mmu-mir-7029",0.28425483440003363
206,Hint3,-0.5574234238786604,Gpr108,-0.44990883006829796,Was,0.28951807117882966,Abcb8,0.2609486788792047,Gm15446,0.2839030821646829
207,Sept9,0.5567733769375931,Mogs,-0.44975776396690387,Cldn8,0.289054682560184,Lims2,-0.2603070640867866,Brpf1,0.28367887894089355
208,Ndufa4,-0.5567463674192908,Fam73b,0.44946538251715573,Ano4,0.2886068104442664,Nubp1,0.26020043103007795,Tor3a,0.2836609226172676
209,Bnip3,-0.5567046978594938,Itih2,-0.44945002422429003,Stfa2,-0.2884576755847246,Klhdc6,-0.26010232055192184,Gm12224,0.2836493814986793
210,1110032A03Rik,-0.5564871911871168,Cbx2,-0.4489238777383326,Lcp1,0.2884078542821519,Gpr33,0.2598011848556726,Gle1,0.2832271596293326
211,C1qa,0.5563394862803074,Tax1bp3,0.44891218357815105,Idh1,0.28803668018759077,Relb,-0.2597898350784365,Epm2aip1,-0.2832035117179862
212,Wipi2,-0.5561984792816007,Pdcd2l,-0.4488682783261996,1810009N02Rik,-0.28792854225772924,Kif13a,-0.25976557670532086,"Snx14,Syncrip",-0.2830420648740573
213,Ly86,0.5561379066188936,Serpinf2,-0.44817529489082675,Butr1,-0.2879270210433214,Prim2,0.2593698634073604,Serpina3f,0.2829879227304018
214,Spi1,0.5559370612665849,Rabggtb,-0.4477003014069569,Stk11ip,-0.28786297014620743,Dapk2,0.25915025496034166,Surf2,0.28265129352844953
215,Fcer1g,0.5555138010227437,Fetub,-0.44661907356715225,LOC100048221,-0.2878444073592206,2610510J17Rik,0.25913574445997845,Rcor3,0.28256257242739247
216,Clec7a,0.5554580748987834,Gigyf1,-0.4464158359200654,Ddr2,0.28783684384269226,V1rb2,0.2589499067005682,Pkd2,0.28247183907929596
217,Amotl2,-0.5554273104870728,Pla2g15,0.4461860672542382,A130092J06Rik,0.28732738909575267,Gtse1,0.2587021447183072,Prmt5,-0.2819319654958546
218,Ptpre,0.5551849109775269,Ahcy,-0.44596574465982136,Osmr,0.2872745647449324,Psma5,0.2586898253128966,Mapkapk5,0.28187666783728044
219,Eepd1,-0.5550720772507106,Snrnp27,-0.4459174144116357,Apbb3,-0.2870862295018219,Trp53,0.25857309977941595,Mthfr,0.281792946748944
220,Pip4k2a,0.5549831256939106,Ang,-0.4459164405619825,Centg1,0.2868929001130554,Gdpd3,0.2581903689556066,Gm12750,0.28178025559131414
221,Kif22,0.5548749061490384,Inhbe,0.44567505591980283,Evi2a,0.2868797010363432,Cdca4,0.25798992184998265,Ldlr,0.281590029212764
222,Echdc3,-0.5547446664689709,Snhg1,-0.44525910952665376,Rlbp1,-0.2866629380583747,BC004044,0.25762512762517537,Ern2,0.2815057212122413
223,Plek,0.5546059956125592,Pbk,0.444293785478342,Lyz2,0.28644360404221036,Adipor1,-0.25739688835212254,Ddx18,-0.2813025121872401
224,Pcolce,0.554579056287177,Xab2,-0.44428876218490176,Slc41a2,0.285666873802711,Eif5a,0.2573196740632064,Qrsl1,-0.2810957839463236
225,Ndufv1,-0.5542934477730991,Mcm3,0.44426242670165345,Accn3,-0.285620672995934,9630031F12Rik,-0.2571495285277201,Tmem200a,-0.2809250574191654
226,Tubb2a,0.5542665453582533,Rbm8a,-0.44413861232329244,Gpr146,-0.2854699608312353,2610027L16Rik,0.25712364440888563,Masp2,-0.2808755765503879
227,Paip2b,-0.5541868042903658,Slc27a4,0.44400929133313144,LOC100043671,-0.28526633619689984,Lig1,0.2570931063522853,Gm20417,0.28069000586529474
228,Selenbp1,-0.5540118496600915,Stk39,0.4437504333904738,Prkx,0.2849354130890943,Ncald,-0.25695173284060896,Zfp874b,0.2806881739769703
229,Mad2l1,0.5539614112762923,Grb7,-0.4436937661752963,Bcl2l11,-0.2847757483614563,Defb25,0.25688511502037253,"Gm15344,Gm25745,Hsp90b1",-0.2805994366528811
230,Rgs18,0.5536637254146173,Midn,-0.443511337348573,Arhgap9,0.2845564751226657,OTTMUSG00000008594,0.25676145291525115,Mto1,0.28026789217168735
231,Sema5a,-0.5536581489190633,Fkbp7,0.4428314625857866,Olfr350,-0.2845174972056723,Ids,-0.2567388566300189,Sfswap,0.2800156027168734
232,Eif4ebp1,-0.5536373247727342,Tnpo3,-0.44271359559651263,Mpnd,-0.2843064215201392,2610024G14Rik,0.2567246871126204,Sult2b1,0.280005320870629
233,Pirb,0.5533365276770449,Hsd3b5,-0.4425598634867527,Cyb5r3,0.2836699389575697,Prmt3,0.2565113371096214,B230398E01Rik,0.2797996649639601
234,Hnrnph3,-0.5532599918398355,Phf21a,-0.44237656673330794,LOC100038908,0.28364334195087404,Olfr1329,0.2561838122520992,Hspg2,0.2796887814513602
235,Atp5j2,-0.5530554793688689,Tbc1d17,-0.44138785517362517,Cftr,0.2834037996147651,Olfr464,-0.2560771228128999,Sox17,0.27931322563105127
236,Atp5e,-0.5530338373297475,Cox19,0.4413509195095624,Litaf,0.28318800943156813,Fgr,0.25597354344470274,Rd3,-0.27895881560354296
237,Smim19,-0.552963462356696,Gprc5b,0.4412840792568732,Il33,0.2826213079395758,Tmem215,-0.2559203869953142,Spock1,-0.2787057515150014
238,Atp6v1b2,0.5528826402329993,Snx21,-0.4412475975924311,Cmpk,0.282252550400174,Tsfm,0.2555747933589506,"Chid1,Polr2l",-0.2785711193966976
239,Nit1,-0.5526169155547943,Col1a2,0.4410849173900087,Pcsk4,-0.28200862375105096,Akp5,0.25555284100439524,BC005624,0.2784369598190164
240,Rgs1,0.552351700335021,Anxa5,0.4406560846852783,Hic2,-0.2818927989179297,Hip1,0.25531839775709136,Cdc25b,0.27786705403697676
241,Tyrobp,0.5523041565773993,Emp2,-0.4406096059103429,Alox8,0.2818192450899241,Nrp2,0.2552032868162537,Gm26703,0.2778443467588511
242,Ampd2,0.552270026016919,Sulf2,0.44054388729527105,Gdf3,0.281815170994521,Olfr173,0.255188824206925,Ifitm1,0.27768066274854586
243,Sfxn1,-0.5518432797857781,Dbt,-0.44039445852263603,Rit1,-0.2817844683417324,Olfr898,0.2551295082038254,Itm2a,0.2776002090505741
244,Cdadc1,-0.5518150979127788,4931406C07Rik,0.44008243326994834,Rapgef5,-0.2808416055552696,Cand2,0.25473762513485265,Prdm8,0.2774720419894432
245,Ube2h,-0.5516780854865948,Col3a1,0.4400340610875839,Mrps31,-0.2807688516085983,Luc7l,0.25470714980506637,Mut,0.2774230763762903
246,Asb13,-0.5515850917549868,1810011O10Rik,0.44000951933092974,Unc45b,-0.28067634720542306,Lmnb2,0.2544723228430188,Mcur1,0.27742184966505945
247,Gpsm3,0.5514833628663289,Pik3r1,0.43999570882463646,Psmd9,-0.28049679824713514,Trim62,-0.25421678973728745,H2-Q5,0.27733801812277314
248,S100a8,0.5514092951076113,Mettl9,0.43997947815002664,Ankrd34a,0.2804579654319609,Rit2,-0.2541891431216893,Kctd14,0.2771570387425877
249,Prepl,-0.5513527313604799,Acvr2b,-0.4396237588869965,Eda2r,-0.2801979179785355,LOC100048299,-0.254035693866686,Tspyl5,-0.2769724826663539
250,Slc35f6,0.5512452656965092,Pigr,-0.43954803010637794,Art2b,0.2799304445003918,Nsun5,0.25321541353371907,Gmpr,0.27657296962121386
251,Adam17,0.5508005748298229,Kdm3b,-0.4392516653511649,Zfp608,0.2794198910382033,Dscr2,0.2529383633060606,Parp4,0.2765465657892959
252,Ptpn18,0.5507287555294111,Sypl,0.43786298978652116,Phyhipl,-0.27938351974973374,Sepx1,-0.2528246563481027,Slc39a4,0.27647338563234053
253,Gusb,0.5505928943699774,Tec,-0.43765135385185383,Mmd,0.2792504784577722,AK162044,0.25281626204719737,Ryr1,0.27638340239945464
254,Slc20a1,0.5505012960208518,Zmat3,0.4375063661282892,Btnl7,-0.279039031591492,C230078M08Rik,-0.25258579390632824,Gm7148,0.2762431371435063
255,Phyhd1,-0.5504841846326052,Gtl3,-0.4373412870776429,Fstl1,0.27887319282465145,Melk,0.2524317488146567,Rbm5,0.2762322472063967
256,Birc5,0.5504249126832685,Gas6,0.43727323349833525,Foxp2,0.2788029820306087,Zfp819,-0.2524157163607038,"Insl3,Jak3",0.27622833864262214
257,Btk,0.5502901356590287,Adcy9,-0.43722284438290543,Chst9,0.27879403731858987,V1rk1,-0.2524087488838083,D630003M21Rik,0.27582368364929405
258,Uck2,-0.55026518476401,Pex11a,0.4371366319608032,1700009P17Rik,-0.27872930514642175,Llgl2,-0.2521011638249625,Riok1,-0.2757228402849108
259,AI462493,-0.5502578416620976,Unc119,0.4367228236754083,Rac2,0.27871151901727625,Isyna1,0.25202750184775297,Cytl1,0.27568887320059426
260,Ptpn1,0.5501523393372963,Gnb2l1,-0.43650657814154453,Serpina3c,0.2784973570861208,Fabp1,0.2519034673625932,Cd99l2,-0.27557194431379856
261,Acyp1,-0.5501087361060368,Dnase1,0.43602214746310153,Fabp3,0.27818851411630513,Kcnj14,0.25187829309745957,Slc39a13,0.2752543607789479
262,Itgav,0.5499851815521347,Cdc34,0.43561212794302195,Stra6,0.2781124229994029,Zbtb41,0.25182569644540487,Ier5,-0.2751436406765853
263,Irf5,0.5497542289579918,Srsf5,-0.43519721567780384,Srpx2,0.27772939161620175,Tram2,0.25109009958700496,Rgl1,-0.2749022176046934
264,Sod1,-0.5495987809994924,Ocln,-0.43506407717856654,Gfpt2,0.2776071066444529,Asap3,0.25078494738059887,Pcf11,-0.2747576566788362
265,Stau1,-0.5495762636434207,Cpeb1,0.43506303982431266,Nfkbid,0.2771813621002491,Pde4dip,-0.2506835560706482,Cks2,0.2746406394123932
266,Rgs10,0.5494280609257334,Setd8,0.4344726269966556,Zfp780b,-0.2770312797293388,Nucks1,0.2505938538003452,Emp1,0.2745104801924695
267,Ndufaf3,-0.5493963926906518,Nap1l1,0.43388531718844386,Slc11a1,0.27676791793758826,Clec9a,0.2503822953059474,Trim17,-0.27427560072077806
268,Lamtor1,0.5493036061312814,1810055G02Rik,0.4334913470802076,Cyp2e1,-0.276481502986261,Pdcd1lg2,0.25004053854548947,Rxra,0.2741206417310846
269,Calhm2,0.549253743814629,Cgref1,0.43345280717575174,Oprs1,0.27621063936606804,Mapk9,0.249938901198846,Omd,0.274053623318937
270,Ms4a7,0.5488981114259289,Rcl1,-0.43333402415430705,Itgb1,0.27600926278460475,9430029K10Rik,0.24982523624407732,Gm16067,-0.2738909023246635
271,Mrc2,0.5486105231218349,Plxnb2,-0.43282121194991996,Tnfrsf11b,0.27596750165309475,MGC117608,0.24980166203849627,Hsp90b1,-0.27376341557236133
272,Neo1,-0.5485102686436153,Nab2,-0.4323385576812128,Gltp,0.2759242761004151,2310008H04Rik,0.24945543640479864,Kat7,-0.2737133197731984
273,Ube2c,0.5484933158729851,Itga6,0.4319914101442095,Acad10,-0.2759009768488932,Mab21l2,-0.24938069713131367,Sgcg,0.2734854058564759
274,Tnfrsf12a,0.54845698546416,Klhdc2,-0.43153567839527956,Nup133,0.2757529331516136,Myg1,0.248944566346565,"Alkbh6,Syne4",0.2733154048706941
275,Lmo2,0.5483571399934561,Gstm3,0.4312439939782261,Pnpla7,-0.2756551111010902,9830169C18Rik,0.24882034268767947,Spire2,0.27320478750980715
276,Cmip,0.5481613050857786,Snx10,0.4309623039903461,4930424G05Rik,0.275651905302741,Ctso,-0.248747496981212,Haus4,0.2731731842270427
277,Ophn1,-0.5480155373524629,Lrwd1,-0.4305620494602272,Hoxa5,-0.27523628705081554,Gna14,-0.24873276736818709,Ifrd2,0.27287829380867645
278,Mrps15,-0.5478134571146971,Rsu1,0.4304431227169552,Prkg2,0.27504773293393275,Mrps10,0.24860713516090066,Angptl4,-0.2725955410874656
279,Ltbp2,0.5476006885655866,Aspm,0.4302193774763511,Rab30,0.2750303496766997,Ntf5,0.24859829595485056,Net1,0.27227572916860354
280,Eci2,-0.547481379297173,Notum,-0.4295199979444091,Arhgef1,0.2748861886785658,Clec3a,0.24850159123955085,Wnt7a,-0.27192811265231376
281,Rwdd2b,0.5472870047087274,Ndufs7,-0.429346069437784,Casp1,0.274741564377099,Rad51ap1,0.24824150313861834,"Gm12037,Lgalsl",-0.27172939934668683
282,Evl,0.5472448659531577,Kcnn2,-0.4291322051638455,Znhit3,-0.27421444102679177,Folr1,-0.24813346935660963,Dtd1,-0.27172084827533544
283,Metrnl,0.5471949754301326,Dsn1,0.4290720568345344,1700029P11Rik,-0.27410025271478833,Rpl19,0.2479633586349857,Ocln,0.2716900094279475
284,Sun1,-0.5469234022339363,Gtf2h4,-0.42899608593877664,Rnf167,-0.2740719391698369,Ikbke,-0.2479337326202206,FTX_5,0.27166296688283703
285,Wbp1,-0.5468091360363441,Cks1b,0.42885421298228665,Apobec1,0.2739873152875448,AW049604,-0.2479255282847841,G730046D07Rik,-0.2716333282283302
286,Hibadh,-0.5468087270428772,Mtor,0.42819607809397925,Fgd5,-0.2738617154830868,Dfnb59,0.24785679979275374,Prom1,0.2716101808786556
287,Pacsin3,-0.5467734147944215,Sptbn2,-0.42792779199796827,Anpep,0.27373380154902605,Inpp5a,-0.24780113387867214,Tmem47,-0.2713776399551997
288,Ifnar1,0.5464145745400393,Dmd,0.4277993499808254,Eprs,-0.27371900369669716,Ccdc21,-0.2475414535089589,Noa1,-0.27114977890236547
289,Fignl1,0.5460600361866071,Msl2,-0.4271517916315221,Clecsf12,0.2736854216956214,Angptl2,-0.24748959567074966,"Gm14204,Gm14205",-0.2711377552594541
290,Fcgr4,0.5459198921639793,Dck,0.4271048926594045,Dus2l,-0.27363518081512656,Dirc2,-0.2473337375499372,Thg1l,-0.2710577063336291
291,Tpd52,0.5458712964030609,Tpst1,-0.4265619695595012,Myo1g,0.27359050330014983,Anxa8,-0.24717716089136815,Sphk1,0.27094058469836496
292,Nrros,0.5458298291505284,Rpa2,0.42655141164144544,Ifi35,-0.2734664308306394,Unc119,-0.2470604987378506,Galns,0.27081634718636016
293,Atg5,0.545823434129663,Mien1,0.4263596211193234,Pcx,-0.27321050801128743,BC050210,0.24702095629574375,Rab2b,0.2707913331863714
294,Polr3gl,-0.545798777297472,Fech,-0.4263284302900427,Golm1,-0.2731708450069088,Pld4,0.24701405714481292,BC035947,0.2704945902026543
295,Cd14,0.5457971532024423,Pdia5,-0.42543663647322083,Irak3,0.2728871107578794,Kars,0.24695234617366008,G3bp2,-0.27048063295900726
296,Polr2c,-0.545661720396152,Impa2,0.42535072153539544,2810030E01Rik,-0.2728526817382112,Fchsd1,-0.2468454185361925,Cd1d1,0.27044360340317436
297,Zfp185,-0.545481160531148,Gpc1,0.4251492312449171,Serping1,0.2727809213870336,Lrrc1,-0.246800355496575,Camkk1,0.27039760731645457
298,Cox17,-0.5454691719385968,Cluh,-0.42514007393662995,Tex19.2,-0.2725847096161976,Psmc3,0.2465293377188713,Myh11,0.2702968500266867
299,Bag4,-0.5454685568305034,2010003K11Rik,0.42423955843373146,Socs1,0.27246895068541566,Glra3,0.24630397486904432,Slc19a1,0.26948551080812955
300,Cdk1,0.545344334154074,Ranbp10,-0.4241388398806964,LOC100044103,-0.2724458275186892,Ell,-0.2462257671882282,Gm15767,0.26941420898285456
301,Arpc5,0.5452914566285705,Slc22a29,0.42370922945290324,C130032J12Rik,-0.27237715863326234,Rlbp1,0.2460832919386893,Notch2,0.2693855732055179
302,Myo1e,0.5451759438979433,Aldh1a7,0.4234930541952649,Ascc1,-0.27201928518444085,Map1lc3a,-0.24570225432402618,Qpctl,0.2693519435333462
303,Sap30,0.545117580858303,Topbp1,0.423127821778063,Ano10,-0.2719456485480295,BC049635,0.24558971951595365,Chid1,-0.26891603923948415
304,Arap1,0.544998084777521,Phf2,-0.4228134913152713,Pop4,0.2719428721673247,F11r,-0.2454761063057484,Arpc1b,0.2688446147741267
305,Ar,-0.5449907333729936,Niacr1,0.4227803413851943,AY074887,0.2714949866705303,Vars2,0.2454237794844064,Phf15,0.26871865253566307
306,Tsku,0.5447026062937864,Apoc2,0.4225296738555196,Tyw1,-0.271411727638576,Olfr272,-0.2453958321015275,Ly6c1,0.268597268140698
307,Mycl,-0.5446358749641922,Cyp2e1,-0.4223408910245813,Hist1h4i,-0.2711025302252166,Olfr727,-0.24528152943210654,2810004N23Rik,-0.26853414757599886
308,Akap1,-0.5444637411683458,Tial1,-0.42202800269778257,Rnf166,0.2710731721576628,Ppic,0.24507311017768343,Rrs1,-0.2683599776553419
309,5031439G07Rik,0.5444490615735414,Hcfc1r1,0.42195205049002926,Dmkn,0.2708303709775527,Cdc45l,0.24479488629420867,"C630016N16Rik,Gm26935,Sbsn",0.2682410298787085
310,Gstt1,-0.5441350552272163,1110008P14Rik,0.4218990526822648,Olfml1,0.2708027425781557,Eif2c2,0.2447714309975219,"Sugp1,Tm6sf2",0.2682119476239566
311,Ldlr,0.5439623352472394,Med31,-0.4215839807046372,Ush3a,0.2707140161053894,Dennd3,-0.24472325014175259,Armcx2,-0.2681449739931591
312,Arf5,0.5438937579569565,Serf1,0.4214498163410151,Dnajc15,-0.27046381934665686,Mvd,0.24461547069226713,Slc38a6,0.26798446059634057
313,Fermt3,0.5437498943343089,Nfe2l2,0.42144732363039034,S100pbp,0.2704422278656886,Ppp1r12c,0.24458690689835666,Slc26a4,0.26774420738752336
314,Rpap2,-0.543614382610779,Spata13,-0.4214402311253239,Irs2,-0.27034583644917737,Mmp1a,0.24451565708392486,Afg3l1,0.2675054120069384
315,Cyp27a1,-0.5435691388357737,Acly,0.42118459565068145,Rdh19,-0.2702112794899567,Mfap3,-0.24437575153742228,Fbxo28,0.2674472801871638
316,Fbxo31,-0.5435054712398211,Reep6,0.4205359330540887,Gmeb2,-0.27010861568288336,E330017A01Rik,0.2442417274098545,Slc16a1,-0.26741978541618694
317,Ctf1,-0.5431535646564882,Dusp22,0.4201149101956008,Nav1,0.2699304522690323,EG545758,-0.24423547071074175,Gm26648,0.26735341411291486
318,Cox6c,-0.5430752619580578,Aplp2,0.4194633709640523,Mrc2,0.2698778003490134,Npc1l1,-0.24411467326808872,Tmem69,-0.2671644965598672
319,Gstm4,-0.5429277224684681,Lect1,-0.419181070886565,Srxn1,0.26965708012485357,Rccd1,0.24407025880941022,Pitpnb,-0.2671490793608568
320,Itgax,0.5428933527354363,Mms22l,0.4190516298827348,Wdr33,-0.2695781578427889,Esco2,0.24402484309327416,Setd8,0.26712182049115535
321,Cdc123,-0.5428883396477053,Lcn2,0.41855565573739306,Ms4a8a,0.2695254877299131,Eif3s4,0.24396462675469135,Clns1a,-0.2670918772721235
322,Il10ra,0.5428761959597036,Gm10374,-0.4185395868455605,AU015228,0.26930674080807454,9030221M09Rik,0.24383671943196694,"Nmnat3,Rbp1",0.26702180767952866
323,Acad10,-0.5428495451777664,Smpd3,0.4185082443916215,Crtc3,-0.26928353289589024,Cenpn,0.24369853482403422,Rpsa-ps10,0.2667423000154804
324,Ier5l,0.542744199756831,Zfp318,-0.4182325375962743,Ostf1,0.26927554379406254,Prm3,0.2436873189316097,"3110083C13Rik,Fgf9",0.2667192509758679
325,Rap1b,0.5426644620128184,Ncor1,-0.41792409898231453,EG435391,-0.2690090093468628,Gtf2a2,-0.24368113074247272,"AC127339.1,Cdk2ap1,Sbno1",-0.2667187016466842
326,Trem2,0.5426563931319109,Rer1,0.4178208367865336,Cd244,-0.2689870099310103,5832418A03,0.24358662223872996,D030055H07Rik,-0.26656741362944214
327,Pja2,-0.542616001261011,Nxf1,-0.41743144820321293,Nr6a1,-0.2689428074970533,Olfr74,-0.24354906577895263,Lrrc24,-0.2665000082079122
